category,metric,label,direction,n,p05,p25,p50,p75,p95,best_break_depth,reason
M,isoform_varianteffect_n_damaging_in_shared_disease,isoform_varianteffect_n_damaging_in_shared_disease high,>=,6462,0.0,29.0,62.0,112.0,295.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
M,isoform_varianteffect_n_damaging_in_shared_gnomad,isoform_varianteffect_n_damaging_in_shared_gnomad high,>=,6462,0.0,69.0,135.0,224.0,441.0,0.857,"no in-band cutoff — continuous, range-filter it instead"
M,isoform_varianteffect_n_damaging_in_unique,isoform_varianteffect_n_damaging_in_unique high,>=,6462,0.0,4.0,17.0,113.0,532.0,0.875,"no in-band cutoff — continuous, range-filter it instead"
M,isoform_varianteffect_n_damaging_in_unique_disease,isoform_varianteffect_n_damaging_in_unique_disease high,>=,6462,0.0,0.0,3.0,33.0,198.94999999999982,1.0,"no in-band cutoff — continuous, range-filter it instead"
M,isoform_varianteffect_n_damaging_in_unique_gnomad,isoform_varianteffect_n_damaging_in_unique_gnomad high,>=,6462,0.0,3.0,13.0,76.0,338.0,0.833,"no in-band cutoff — continuous, range-filter it instead"
M,isoform_varianteffect_n_lof_in_shared,isoform_varianteffect_n_lof_in_shared high,>=,6462,0.0,18.0,39.0,74.0,178.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
M,isoform_varianteffect_n_lof_in_shared_disease,isoform_varianteffect_n_lof_in_shared_disease high,>=,6462,0.0,5.0,11.0,23.0,81.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
M,isoform_varianteffect_n_lof_in_shared_gnomad,isoform_varianteffect_n_lof_in_shared_gnomad high,>=,6462,0.0,10.0,25.0,49.0,108.0,0.833,"no in-band cutoff — continuous, range-filter it instead"
M,isoform_varianteffect_n_lof_in_unique,isoform_varianteffect_n_lof_in_unique high,>=,6462,0.0,2.0,6.0,25.0,122.84999999999945,1.0,"no in-band cutoff — continuous, range-filter it instead"
M,isoform_varianteffect_n_lof_in_unique_disease,isoform_varianteffect_n_lof_in_unique_disease high,>=,6462,0.0,0.0,1.0,7.0,51.94999999999982,1.0,"no in-band cutoff — continuous, range-filter it instead"
M,isoform_varianteffect_n_lof_in_unique_gnomad,isoform_varianteffect_n_lof_in_unique_gnomad high,>=,6462,0.0,1.0,5.0,16.0,71.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
M,isoform_varianteffect_n_scorable_in_shared,isoform_varianteffect_n_scorable_in_shared high,>=,6462,0.0,337.0,670.0,1185.0,2709.0,0.8,"no in-band cutoff — continuous, range-filter it instead"
M,isoform_varianteffect_n_scorable_in_shared_disease,isoform_varianteffect_n_scorable_in_shared_disease high,>=,6462,0.0,85.0,177.0,337.0,952.9499999999998,1.0,"no in-band cutoff — continuous, range-filter it instead"
M,isoform_varianteffect_n_scorable_in_shared_gnomad,isoform_varianteffect_n_scorable_in_shared_gnomad high,>=,6462,0.0,241.0,479.0,836.0,1831.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
M,isoform_varianteffect_n_scorable_in_unique,isoform_varianteffect_n_scorable_in_unique high,>=,6462,5.0,32.0,100.0,421.0,2183.8499999999995,0.882,"no in-band cutoff — continuous, range-filter it instead"
M,isoform_varianteffect_n_scorable_in_unique_disease,isoform_varianteffect_n_scorable_in_unique_disease high,>=,6462,0.0,3.0,16.0,108.0,667.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
M,isoform_varianteffect_n_scorable_in_unique_gnomad,isoform_varianteffect_n_scorable_in_unique_gnomad high,>=,6462,3.0,26.0,80.0,304.0,1471.8499999999995,0.75,"no in-band cutoff — continuous, range-filter it instead"
M,isoform_varianteffect_n_scored_am,isoform_varianteffect_n_scored_am high,>=,6462,149.0,388.0,667.5,1122.0,2743.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
M,isoform_varianteffect_n_scored_plm,isoform_varianteffect_n_scored_plm high,>=,6462,279.05,603.0,981.0,1627.0,4047.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
P,isoform_structure_pae_diff_vs_diff,isoform_structure_pae_diff_vs_diff high,>=,5559,0.8667138481315285,3.299417350726741,7.99602367259838,15.920999883296021,25.09817939598037,0.441,"no in-band cutoff — continuous, range-filter it instead"
P,isoform_structure_plddt_canonical_mean,isoform_structure_plddt_canonical_mean high,>=,5536,0.6450872076894196,0.8175120935857119,0.871327190058572,0.9110118252916821,0.9561925480210832,0.846,"no in-band cutoff — continuous, range-filter it instead"
P,isoform_structure_plddt_diffregion_std,isoform_structure_plddt_diffregion_std high,>=,5559,0.01847829985205773,0.037350206526753346,0.06390636739667416,0.10020586790281652,0.14553522819546863,0.529,"no in-band cutoff — continuous, range-filter it instead"
P,isoform_structure_rmsd_global,isoform_structure_rmsd_global high,>=,5511,0.5304485269161896,1.592916127405687,2.6608772515140737,3.9889804810790186,6.214247628833174,0.5,"no in-band cutoff — continuous, range-filter it instead"
S,abs:cmp_biophysics_aa_diversity_delta,cmp_biophysics_aa_diversity_delta changes appreciably,>=,6462,0.0,1.0,1.0,3.0,5.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,abs:cmp_biophysics_aromaticity_delta,cmp_biophysics_aromaticity_delta changes appreciably,>=,6462,0.0002999999999999947,0.0016000000000000042,0.004799999999999999,0.013400000000000009,0.05217999999999992,0.684,"no in-band cutoff — continuous, range-filter it instead"
S,abs:cmp_biophysics_disorder_delta,cmp_biophysics_disorder_delta changes appreciably,>=,6462,0.0005000000000000004,0.002799999999999997,0.00849999999999998,0.0254,0.09330000000000001,0.778,"no in-band cutoff — continuous, range-filter it instead"
S,abs:cmp_biophysics_fraction_charged_delta,cmp_biophysics_fraction_charged_delta changes appreciably,>=,6462,0.0005000000000000004,0.002899999999999958,0.008599999999999997,0.02400000000000002,0.09069499999999996,0.6,"no in-band cutoff — continuous, range-filter it instead"
S,abs:cmp_biophysics_fraction_disorder_promoting_delta,cmp_biophysics_fraction_disorder_promoting_delta changes appreciably,>=,6462,0.0005999999999999339,0.0036999999999999256,0.01100000000000001,0.030899999999999928,0.10909499999999996,0.75,"no in-band cutoff — continuous, range-filter it instead"
S,abs:cmp_biophysics_fraction_lcr_delta,cmp_biophysics_fraction_lcr_delta changes appreciably,>=,6462,0.0,0.0012000000000000344,0.013950000000000002,0.04880000000000001,0.15728999999999996,0.75,"no in-band cutoff — continuous, range-filter it instead"
S,abs:cmp_biophysics_gravy_delta,cmp_biophysics_gravy_delta changes appreciably,>=,6462,0.003105000000000045,0.018399999999999972,0.05495,0.15000000000000002,0.570075,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,abs:cmp_biophysics_instability_index_delta,cmp_biophysics_instability_index_delta changes appreciably,>=,6453,0.1293999999999983,0.8286000000000016,2.4927999999999955,6.696100000000001,21.11748,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,abs:cmp_biophysics_length_delta,cmp_biophysics_length_delta changes appreciably,>=,6462,4.0,19.0,66.0,285.0,1082.0,0.7,"no in-band cutoff — continuous, range-filter it instead"
S,abs:cmp_biophysics_llps_score_delta,cmp_biophysics_llps_score_delta changes appreciably,>=,6462,0.00020000000000000573,0.0015999999999999903,0.005099999999999993,0.014875,0.05189499999999998,0.857,"no in-band cutoff — continuous, range-filter it instead"
S,abs:cmp_biophysics_mean_window_entropy_delta,cmp_biophysics_mean_window_entropy_delta changes appreciably,>=,6462,0.000700000000000145,0.005600000000000271,0.020300000000000207,0.0627749999999998,0.2361849999999997,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,abs:cmp_biophysics_normalized_complexity_delta,cmp_biophysics_normalized_complexity_delta changes appreciably,>=,6462,0.00019999999999997797,0.0010999999999999899,0.0039000000000000146,0.0131,0.09799499999999996,0.7,"no in-band cutoff — continuous, range-filter it instead"
S,abs:cmp_biophysics_pI_delta,cmp_biophysics_pI_delta changes appreciably,>=,6462,0.0,0.12310000000000088,0.4067499999999997,1.1963000000000008,3.738519999999997,0.643,"no in-band cutoff — continuous, range-filter it instead"
S,abs:cmp_biophysics_pipi_propensity_delta,cmp_biophysics_pipi_propensity_delta changes appreciably,>=,6462,0.00040000000000001146,0.002599999999999991,0.007500000000000007,0.0204,0.07500000000000001,0.833,"no in-band cutoff — continuous, range-filter it instead"
S,abs:cmp_biophysics_prionlike_fraction_delta,cmp_biophysics_prionlike_fraction_delta changes appreciably,>=,6462,0.00040000000000001146,0.002599999999999991,0.00739999999999999,0.0204,0.07568999999999995,0.5,"no in-band cutoff — continuous, range-filter it instead"
S,abs:cmp_biophysics_rg_fg_density_delta,cmp_biophysics_rg_fg_density_delta changes appreciably,>=,6462,0.0,0.012199999999999989,0.08834999999999996,0.28675000000000006,0.9173449999999997,0.875,"no in-band cutoff — continuous, range-filter it instead"
S,abs:cmp_biophysics_shannon_entropy_delta,cmp_biophysics_shannon_entropy_delta changes appreciably,>=,6462,0.0007999999999999119,0.0049000000000001265,0.01695000000000002,0.05679999999999985,0.5025800000000005,0.778,"no in-band cutoff — continuous, range-filter it instead"
S,abs:isoform_sae_top_lost_delta_max,isoform_sae_top_lost_delta_max changes appreciably,>=,6462,0.702245,2.26635,7.31155,11.932625,18.370855,0.6,"no in-band cutoff — continuous, range-filter it instead"
S,cmp_biophysics_aa_diversity_shared,cmp_biophysics_aa_diversity_shared high,>=,5892,9.0,11.0,12.0,13.0,14.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,cmp_biophysics_aa_diversity_unique,cmp_biophysics_aa_diversity_unique high,>=,5892,4.0,8.0,10.0,12.0,13.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,cmp_biophysics_aromaticity_shared,cmp_biophysics_aromaticity_shared high,>=,5892,0.0294,0.0564,0.0752,0.0957,0.1322,0.284,"no in-band cutoff — continuous, range-filter it instead"
S,cmp_biophysics_disorder_shared,cmp_biophysics_disorder_shared high,>=,5892,0.004155000000000002,0.0735,0.1084,0.153325,0.22943499999999994,0.421,"no in-band cutoff — continuous, range-filter it instead"
S,cmp_biophysics_disorder_unique,cmp_biophysics_disorder_unique high,>=,5892,-0.0693,0.0614,0.11624999999999999,0.18505,0.29453499999999994,0.5,"no in-band cutoff — continuous, range-filter it instead"
S,cmp_biophysics_fraction_charged_shared,cmp_biophysics_fraction_charged_shared high,>=,5892,0.16972,0.2353,0.2716,0.3077,0.3863249999999999,0.368,"no in-band cutoff — continuous, range-filter it instead"
S,cmp_biophysics_fraction_charged_unique,cmp_biophysics_fraction_charged_unique high,>=,5892,0.06409500000000001,0.19365000000000002,0.25,0.3077,0.4173749999999997,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,cmp_biophysics_fraction_disorder_promoting_shared,cmp_biophysics_fraction_disorder_promoting_shared high,>=,5892,0.4479,0.5133,0.5528,0.6042,0.6879799999999999,0.5,"no in-band cutoff — continuous, range-filter it instead"
S,cmp_biophysics_fraction_disorder_promoting_unique,cmp_biophysics_fraction_disorder_promoting_unique high,>=,5892,0.3846,0.5143,0.5834,0.6667,0.80918,0.919,"no in-band cutoff — continuous, range-filter it instead"
S,cmp_biophysics_fraction_lcr_unique,cmp_biophysics_fraction_lcr_unique high,>=,5892,0.0,0.0,0.0,0.117,0.5714,0.882,"no in-band cutoff — continuous, range-filter it instead"
S,cmp_biophysics_gravy_shared,cmp_biophysics_gravy_shared high,>=,5892,-1.113975,-0.674,-0.42525,-0.190725,0.2768,0.435,"no in-band cutoff — continuous, range-filter it instead"
S,cmp_biophysics_gravy_unique,cmp_biophysics_gravy_unique high,>=,5892,-1.361225,-0.7143,-0.36385,0.043524999999999994,1.0429,0.667,"no in-band cutoff — continuous, range-filter it instead"
S,cmp_biophysics_instability_index_shared,cmp_biophysics_instability_index_shared high,>=,5887,28.66854,39.66565,47.2749,55.84385,71.2025,0.32,"no in-band cutoff — continuous, range-filter it instead"
S,cmp_biophysics_instability_index_unique,cmp_biophysics_instability_index_unique high,>=,5887,7.5,35.859750000000005,49.605,66.43355,112.21274,0.786,"no in-band cutoff — continuous, range-filter it instead"
S,cmp_biophysics_length_shared,cmp_biophysics_length_shared high,>=,5892,83.0,194.0,339.0,556.0,1185.4499999999998,0.889,"no in-band cutoff — continuous, range-filter it instead"
S,cmp_biophysics_length_unique,cmp_biophysics_length_unique high,>=,5892,5.0,16.0,46.0,201.0,966.8999999999996,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,cmp_biophysics_llps_score_shared,cmp_biophysics_llps_score_shared high,>=,5892,0.1186,0.1397,0.1557,0.1753,0.223245,0.667,"no in-band cutoff — continuous, range-filter it instead"
S,cmp_biophysics_llps_score_unique,cmp_biophysics_llps_score_unique high,>=,5892,0.046275000000000004,0.1214,0.15284999999999999,0.186725,0.27434499999999995,0.25,"no in-band cutoff — continuous, range-filter it instead"
S,cmp_biophysics_mean_window_entropy_shared,cmp_biophysics_mean_window_entropy_shared high,>=,5892,3.034475,3.2429,3.331,3.397,3.47598,0.889,"no in-band cutoff — continuous, range-filter it instead"
S,cmp_biophysics_mean_window_entropy_unique,cmp_biophysics_mean_window_entropy_unique high,>=,5892,2.0,2.8917,3.1952,3.3486,3.4801900000000003,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,cmp_biophysics_normalized_complexity_shared,cmp_biophysics_normalized_complexity_shared high,>=,5892,0.8768,0.9265,0.946,0.9582,0.9701,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,cmp_biophysics_normalized_complexity_unique,cmp_biophysics_normalized_complexity_unique high,>=,5892,0.6836,0.7966,0.8826,0.9398,0.9786199999999997,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,cmp_biophysics_pipi_propensity_shared,cmp_biophysics_pipi_propensity_shared high,>=,5892,0.172255,0.2178,0.2416,0.2664,0.30627999999999994,0.538,"no in-band cutoff — continuous, range-filter it instead"
S,cmp_biophysics_pipi_propensity_unique,cmp_biophysics_pipi_propensity_unique high,>=,5892,0.0,0.1613,0.2214,0.2593,0.3478,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,cmp_biophysics_prionlike_fraction_shared,cmp_biophysics_prionlike_fraction_shared high,>=,5892,0.191,0.226875,0.2495,0.274225,0.32114499999999996,0.727,"no in-band cutoff — continuous, range-filter it instead"
S,cmp_biophysics_prionlike_fraction_unique,cmp_biophysics_prionlike_fraction_unique high,>=,5892,0.0,0.1923,0.2407,0.284425,0.38298499999999974,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,cmp_biophysics_rg_fg_density_unique,cmp_biophysics_rg_fg_density_unique high,>=,5892,0.0,0.0,0.0,0.706875,3.939059999999993,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,cmp_biophysics_shannon_entropy_shared,cmp_biophysics_shannon_entropy_shared high,>=,5892,3.78804,4.0042,4.0884,4.1413,4.1927,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,cmp_biophysics_shannon_entropy_unique,cmp_biophysics_shannon_entropy_unique high,>=,5892,2.0,3.0464,3.63165,4.02145,4.159445,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,cmp_interproscan_hits_in_diff_region__len,cmp_interproscan_hits_in_diff_region__len high,>=,6462,0.0,1.0,3.0,9.0,30.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,cmp_interproscan_n_hits_in_diff_region,cmp_interproscan_n_hits_in_diff_region high,>=,6462,0.0,1.0,3.0,9.0,30.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,cmp_motifs_n_hits_in_diff_region,cmp_motifs_n_hits_in_diff_region low,<,6462,0.0,0.0,1.0,3.0,19.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,diff_biophysics_aa_diversity,diff_biophysics_aa_diversity high,>=,6344,5.0,9.0,10.0,12.0,13.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,diff_biophysics_aromaticity,diff_biophysics_aromaticity high,>=,6344,0.0,0.0,0.0568,0.0864,0.14374999999999946,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,diff_biophysics_disorder,diff_biophysics_disorder high,>=,6344,-0.07,0.0601,0.11505,0.1844,0.29138499999999995,0.429,"no in-band cutoff — continuous, range-filter it instead"
S,diff_biophysics_fraction_charged,diff_biophysics_fraction_charged high,>=,6344,0.0625,0.1905,0.25,0.3068,0.4148649999999995,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,diff_biophysics_fraction_disorder_promoting,diff_biophysics_fraction_disorder_promoting high,>=,6344,0.3846,0.5129,0.5833,0.6667,0.8094849999999999,0.895,"no in-band cutoff — continuous, range-filter it instead"
S,diff_biophysics_fraction_lcr,diff_biophysics_fraction_lcr high,>=,6344,0.0,0.0,0.0,0.118075,0.5862,0.846,"no in-band cutoff — continuous, range-filter it instead"
S,diff_biophysics_gravy,diff_biophysics_gravy high,>=,6344,-1.34284,-0.704725,-0.355,0.05865,1.045704999999998,0.462,"no in-band cutoff — continuous, range-filter it instead"
S,diff_biophysics_instability_index,diff_biophysics_instability_index high,>=,6344,7.5,35.951075,49.69885,66.591575,110.71590499999998,0.692,"no in-band cutoff — continuous, range-filter it instead"
S,diff_biophysics_length,diff_biophysics_length high,>=,6344,5.0,16.0,44.0,187.25,938.9499999999962,0.75,"no in-band cutoff — continuous, range-filter it instead"
S,diff_biophysics_llps_score,diff_biophysics_llps_score high,>=,6344,0.048815000000000004,0.1212,0.1526,0.187,0.2754,0.318,"no in-band cutoff — continuous, range-filter it instead"
S,diff_biophysics_longest_homopolymer,diff_biophysics_longest_homopolymer high,>=,6344,1.0,2.0,2.0,3.0,6.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,diff_biophysics_mean_window_entropy,diff_biophysics_mean_window_entropy high,>=,6344,2.0,2.8963,3.1924,3.347975,3.48147,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,diff_biophysics_normalized_complexity,diff_biophysics_normalized_complexity high,>=,6344,0.6811200000000001,0.7964,0.87845,0.9385,0.9748,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,diff_biophysics_pipi_propensity,diff_biophysics_pipi_propensity high,>=,6344,0.0,0.161,0.22085,0.2598,0.3488,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,diff_biophysics_prionlike_fraction,diff_biophysics_prionlike_fraction high,>=,6344,0.0,0.1905,0.24,0.2855,0.3831649999999995,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,diff_biophysics_rg_fg_density,diff_biophysics_rg_fg_density high,>=,6344,0.0,0.0,0.0,0.70285,4.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,diff_biophysics_shannon_entropy,diff_biophysics_shannon_entropy high,>=,6344,2.0102250000000015,3.0524250000000004,3.61615,4.0153,4.158085,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_biophysics_aa_diversity,isoform_biophysics_aa_diversity high,>=,6462,8.0,10.0,12.0,13.0,14.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_biophysics_aromaticity,isoform_biophysics_aromaticity high,>=,6462,0.0238,0.0546,0.0744,0.095,0.1333,0.994,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_biophysics_disorder,isoform_biophysics_disorder high,>=,6462,-0.000994999999999999,0.0729,0.1093,0.1549,0.23147999999999994,0.474,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_biophysics_fraction_charged,isoform_biophysics_fraction_charged high,>=,6462,0.1571,0.2308,0.2687,0.30467500000000003,0.3833,0.3,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_biophysics_fraction_disorder_promoting,isoform_biophysics_fraction_disorder_promoting high,>=,6462,0.443505,0.5142,0.55495,0.6078,0.701,0.321,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_biophysics_fraction_lcr,isoform_biophysics_fraction_lcr high,>=,6462,0.0,0.0,0.055,0.125,0.3239749999999999,0.738,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_biophysics_gravy,isoform_biophysics_gravy high,>=,6462,-1.1125,-0.6623749999999999,-0.41855,-0.16875,0.3561749999999999,0.6,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_biophysics_instability_index,isoform_biophysics_instability_index high,>=,6462,28.314315,39.934,47.7107,56.59635,74.117195,0.6,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_biophysics_length,isoform_biophysics_length high,>=,6462,42.0,171.0,321.0,535.0,1158.0,0.833,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_biophysics_llps_score,isoform_biophysics_llps_score high,>=,6462,0.1151,0.1392,0.1558,0.1763,0.226795,0.583,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_biophysics_longest_homopolymer,isoform_biophysics_longest_homopolymer high,>=,6462,2.0,3.0,3.0,4.0,7.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_biophysics_mean_window_entropy,isoform_biophysics_mean_window_entropy high,>=,6462,2.974345,3.22855,3.3239,3.3933,3.4762,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_biophysics_normalized_complexity,isoform_biophysics_normalized_complexity high,>=,6462,0.8333200000000001,0.9215249999999999,0.94435,0.9577,0.9699,0.692,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_biophysics_pI,isoform_biophysics_pI low,<,6462,4.2554,5.289300000000001,6.6206,8.7534,10.544059999999998,0.56,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_biophysics_pipi_propensity,isoform_biophysics_pipi_propensity high,>=,6462,0.160125,0.2157,0.2404,0.266,0.308395,0.739,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_biophysics_prionlike_fraction,isoform_biophysics_prionlike_fraction high,>=,6462,0.1818,0.2252,0.24875,0.274075,0.32559,0.833,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_biophysics_rg_fg_density,isoform_biophysics_rg_fg_density high,>=,6462,0.0,0.0,0.4367,0.7905,1.7237749999999987,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_biophysics_shannon_entropy,isoform_biophysics_shannon_entropy high,>=,6462,3.53522,3.9799,4.0809,4.1386,4.191295,0.818,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_interproscan_hits__len,isoform_interproscan_hits__len high,>=,6462,1.0,5.0,10.0,19.0,44.0,0.923,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_interproscan_summary.n_databases,isoform_interproscan_summary.n_databases high,>=,6462,1.0,3.0,7.0,9.0,11.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_interproscan_summary.n_hits,isoform_interproscan_summary.n_hits high,>=,6462,1.0,5.0,10.0,19.0,44.0,0.923,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_interproscan_summary.n_interpro,isoform_interproscan_summary.n_interpro high,>=,6462,0.0,2.0,3.0,5.0,9.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_motifs_summary.APIM,isoform_motifs_summary.APIM high,>=,6462,0.0,0.0,0.0,0.0,0.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_motifs_summary.APIM_density_per100aa,isoform_motifs_summary.APIM_density_per100aa high,>=,6462,0.0,0.0,0.0,0.0,0.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_motifs_summary.ATM_Sites_SQ_TQ,isoform_motifs_summary.ATM_Sites_SQ_TQ high,>=,6462,0.0,0.0,1.0,3.0,9.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_motifs_summary.CDK_Sites_SP_TP,isoform_motifs_summary.CDK_Sites_SP_TP high,>=,6462,0.0,1.0,2.0,5.0,15.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_motifs_summary.EB1_SxIP,isoform_motifs_summary.EB1_SxIP low,<,6462,0.0,0.0,0.0,1.0,2.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_motifs_summary.Heme_CP_HRM,isoform_motifs_summary.Heme_CP_HRM high,>=,6462,0.0,0.0,0.0,0.0,0.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_motifs_summary.Heme_CP_HRM_density_per100aa,isoform_motifs_summary.Heme_CP_HRM_density_per100aa high,>=,6462,0.0,0.0,0.0,0.0,0.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_motifs_summary.Heme_CXXCH,isoform_motifs_summary.Heme_CXXCH high,>=,6462,0.0,0.0,0.0,0.0,0.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_motifs_summary.Heme_CXXCH_density_per100aa,isoform_motifs_summary.Heme_CXXCH_density_per100aa high,>=,6462,0.0,0.0,0.0,0.0,0.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_motifs_summary.Mode1_1433,isoform_motifs_summary.Mode1_1433 high,>=,6462,0.0,0.0,0.0,0.0,0.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_motifs_summary.Mode1_1433_density_per100aa,isoform_motifs_summary.Mode1_1433_density_per100aa high,>=,6462,0.0,0.0,0.0,0.0,0.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_motifs_summary.Mode2_1433,isoform_motifs_summary.Mode2_1433 low,<,6462,0.0,0.0,0.0,1.0,2.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_motifs_summary.Mode2_1433_density_per100aa,isoform_motifs_summary.Mode2_1433_density_per100aa low,<,6462,0.0,0.0,0.0,0.19305,0.5616749999999995,0.992,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_motifs_summary.PIP_box,isoform_motifs_summary.PIP_box high,>=,6462,0.0,0.0,0.0,0.0,0.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_motifs_summary.PIP_box_density_per100aa,isoform_motifs_summary.PIP_box_density_per100aa high,>=,6462,0.0,0.0,0.0,0.0,0.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_motifs_summary.RGG_Sites,isoform_motifs_summary.RGG_Sites high,>=,6462,0.0,0.0,0.0,0.0,1.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_motifs_summary.RGG_Sites_density_per100aa,isoform_motifs_summary.RGG_Sites_density_per100aa high,>=,6462,0.0,0.0,0.0,0.0,0.19718499999999994,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_motifs_summary.RGG_clusters,isoform_motifs_summary.RGG_clusters high,>=,6462,0.0,0.0,0.0,0.0,0.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_motifs_summary.RING_finger,isoform_motifs_summary.RING_finger high,>=,6462,0.0,0.0,0.0,0.0,0.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_motifs_summary.RING_finger_density_per100aa,isoform_motifs_summary.RING_finger_density_per100aa high,>=,6462,0.0,0.0,0.0,0.0,0.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_motifs_summary.SH3_ClassII,isoform_motifs_summary.SH3_ClassII low,<,6462,0.0,0.0,0.0,0.0,1.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_motifs_summary.SH3_ClassI_density_per100aa,isoform_motifs_summary.SH3_ClassI_density_per100aa high,>=,6462,0.0,0.0,0.0,0.0,0.3115,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_motifs_summary.ZnF_C2H2,isoform_motifs_summary.ZnF_C2H2 high,>=,6462,0.0,0.0,0.0,0.0,0.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_motifs_summary.ZnF_C2H2_density_per100aa,isoform_motifs_summary.ZnF_C2H2_density_per100aa high,>=,6462,0.0,0.0,0.0,0.0,0.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
S,isoform_motifs_summary.total_1433,isoform_motifs_summary.total_1433 low,<,6462,0.0,0.0,0.0,1.0,2.0,1.0,"no in-band cutoff — continuous, range-filter it instead"
